,name,phone,price_range,year_in_business,amenities,categories,city_name,city_code,zip_code,updated_at,open_status,website,order_online,rating,rating_count,rating,rating_count,rating
883,Dream Dining California,(310) 329-2935,,,,"['Restaurants', 'Chinese Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:28.890920,OPEN NOW,,,,,,,
884,Moana Grill,(310) 527-7713,1.0,,,"['Restaurants', 'Japanese Restaurants', 'Hawaiian Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:28.901423,OPEN NOW,https://www.facebook.com/pg/moanagrill,,,,5.0,1.0,7.35
885,Yuk Dae Jang,(310) 400-7743,1.0,,,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:28.912062,OPEN NOW,,Order Online,,,4.0,2.0,
886,Negative 8C,(310) 808-3618,,,,"['Restaurants', 'Japanese Restaurants']",Gardena,CA,90247.0,2023-05-16 03:06:28.939399,OPEN NOW,https://www.facebook.com/Negative8c-1635741263394971,,,,,,
887,Oko Cafe,(310) 323-6889,1.0,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'American Restaurants', 'Japanese Restaurants']",Gardena,CA,90247.0,2023-05-16 03:06:28.949886,OPEN NOW,http://www.oishii-japan.com,,,,4.5,2.0,8.25
888,Azuma Japanese Restaurant,(310) 532-8623,2.0,29.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']",Gardena,CA,90247.0,2023-05-16 03:06:28.960194,OPEN NOW,,Order Online,,29.0,,,8.53
889,Tomo-E Bento,(310) 515-3964,1.0,34.0,['Wheelchair accessible'],"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Gardena,CA,90247.0,2023-05-16 03:06:28.970662,CLOSED NOW,,Order Online,,34.0,,,
890,Crazy Rock_n Sushi,(310) 323-7655,2.0,9.0,['Serves alcohol'],"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Gardena,CA,90247.0,2023-05-16 03:06:28.981225,OPEN NOW,https://gardena.crazyrockinsushi.com/users/login,,,9.0,,,6.96
891,Tofu Village,(310) 527-3737,2.0,21.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:28.991973,OPEN NOW,,Order Online,,21.0,4.0,6.0,7.96
892,Go Japanese Cuisine,(310) 538-0232,,,,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:29.001986,,,,,,,,
893,Manrihyang Chinese Restaurants,(310) 516-6688,,12.0,,"['Restaurants', 'Family Style Restaurants']",Gardena,CA,90249.0,2023-05-16 03:06:29.012879,,,,,12.0,,,
894,Asia Foods Inc,(626) 284-1328,,30.0,,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.542413,CLOSED NOW,https://cbfoodsla.com/contact-us,,,30.0,,,
895,Cho Man Won,(714) 521-5000,,11.0,,"['Restaurants', 'Chinese Restaurants']",Buena Park,CA,90621.0,2023-05-16 03:07:17.414084,CLOSED NOW,,,,11.0,,,
896,Don Chente Bar & Grill,(323) 585-8900,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Taverns']",Huntington Park,CA,90255.0,2023-05-16 03:06:08.770858,,,Order Online,2.5,,3.5,4.0,6.76
897,P P Pop,(626) 307-7351,1.0,,,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.769126,OPEN NOW,https://www.pppoptogo.com,Order Online,5.0,,5.0,2.0,8.08
898,Mama Lu Dumpling House,(626) 282-2256,2.0,11.0,,"['Restaurants', 'Chinese Restaurants', 'Caterers']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.782976,OPEN NOW,http://www.mamaludumpling.com,Order Online,5.0,11.0,4.0,119.0,6.71
899,Hot Pot Hot Pot,(626) 282-1089,2.0,14.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.793550,OPEN NOW,http://www.hotpothotpot.com,Order Online,5.0,14.0,4.0,26.0,7.1
900,Noodle City,(626) 573-3718,1.0,15.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Vietnamese Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:29.814457,OPEN NOW,,,5.0,15.0,4.0,1.0,7.15
901,Hunan Restaurant,(626) 282-2039,2.0,15.0,,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.825458,OPEN NOW,http://www.chinesehunan.com,Order Online,5.0,15.0,,,
902,Bollini_s Pizzeria Napolitana,(323) 722-7600,,,['Serves alcohol'],"['Restaurants', 'Pizza', 'Italian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.836488,OPEN NOW,http://www.bollinispizzeria.com,,3.0,,,,
903,Boiling Point Corp.,(626) 288-9876,2.0,16.0,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.847554,OPEN NOW,https://www.bpgroupusa.com,,4.0,16.0,4.0,5.0,8.4
904,Kim Fung Restaurant,(626) 280-8276,1.0,,,"['Restaurants', 'Family Style Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.857578,,,,4.0,,,,
905,Szechuan Hotpot & BBQ,(626) 576-0553,,,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.868130,OPEN NOW,,,4.0,,,,5.69
906,Huge Tree Pastry,(626) 458-8689,1.0,13.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.878490,CLOSED NOW,https://www.facebook.com/HugeTreePastry,Order Online,4.0,13.0,4.5,12.0,8.57
907,J J Hong Kong Cafe,(626) 280-3833,,46.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.889347,OPEN NOW,,,2.5,46.0,4.0,1.0,6.52
908,Duck House,(626) 284-3227,3.0,20.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Seafood Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.899684,OPEN NOW,http://www.duckshouse.com,Order Online,2.0,20.0,4.0,40.0,
909,Yoma,(626) 280-8655,1.0,29.0,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Thai Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:29.910231,OPEN NOW,https://www.facebook.com/Yoma-Myanmar-Restaurant-457529091063581,Order Online,3.0,29.0,3.5,6.0,7.32
910,Dim Sum Express,(626) 307-5800,1.0,17.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.986255,CLOSED NOW,http://www.dimsumexpress.com,Order Online,2.0,17.0,4.5,7.0,5.81
911,Tokyo Shabu Shabu,(626) 282-6795,2.0,,['Wheelchair accessible'],"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.751844,OPEN NOW,http://www.tokyoshabushabu.com,,5.0,,4.5,9.0,7.22
912,Empress Harbor Restaurant,(626) 300-8833,2.0,26.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Chinese Restaurants', 'Seafood Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:29.997352,OPEN NOW,http://empressharbor.net,Order Online,,26.0,4.0,35.0,
913,Dot & Dough,(310) 935-2125,,,,"['Restaurants', 'Japanese Restaurants', 'American Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.795429,CLOSED NOW,https://www.dotanddough.com,Order Online,,,,,
914,Uni-boil Mp Inc,(626) 782-7189,1.0,,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.024637,OPEN NOW,http://uniboil.eat24hour.com,Order Online,,,3.5,4.0,
915,Momo Bakery,(626) 280-1588,1.0,13.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.034902,CLOSED NOW,https://themomobakery.com,,,13.0,3.0,1.0,
916,Shogun Japanese,(626) 280-6020,,,,"['Restaurants', 'Japanese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.044937,,,,,,,,
917,Yiran Grill,(626) 280-1088,1.0,,,"['Restaurants', 'Chinese Restaurants', 'Barbecue Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.058656,OPEN NOW,http://www.yiranandgrill.com,Order Online,,,4.5,2.0,
918,Yummy Bbq,(626) 703-4397,,,,"['Restaurants', 'Barbecue Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:30.068665,CLOSED NOW,https://www.theyummybbq.com,Order Online,,,,,
919,New Lincoln Seafood Restaurant,(626) 571-0018,1.0,12.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants', 'Family Style Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:30.089411,,http://nbcrestaurant.com,,,12.0,,,
920,King Charcoal BBQ,(626) 280-0988,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Barbecue Restaurants', 'Caterers']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.100516,OPEN NOW,,Order Online,,,,,
921,Wang La Ya Inc,(626) 280-0011,2.0,,,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.110983,OPEN NOW,http://www.spicyduckwanglaya.com,Order Online,,,,,
922,Lake Spring Shanghai Restaurant,(626) 280-3571,,,,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:30.121630,OPEN NOW,https://www.facebook.com/pages/Lake-Spring-Restaurant/111270678907300?ref=br_rs&rf=1002362056463844,,,,4.0,11.0,
923,"Guaranteed China Express, Inc",(626) 307-8116,,14.0,,"['Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91755.0,2023-05-16 03:06:30.131637,OPEN NOW,http://www.shipgce.com,,,14.0,,,
924,Hoy -Ka Thai Noodle,(626) 927-9629,1.0,19.0,,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.142785,OPEN NOW,http://www.hoykamontereypark.com,Order Online,,19.0,4.0,1.0,
925,Qingdao Bread Food,(626) 312-6978,1.0,15.0,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.153282,OPEN NOW,http://www.chow.com/profile/17579,,,15.0,4.5,4.0,7.1
926,Yunnan Restaurant,(626) 571-8387,,,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.164089,OPEN NOW,https://www.yunnanrestaurantca.com,Order Online,,,4.0,4.0,6.55
927,Fang_s Kitchen,(626) 288-4567,,,,"['Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.174291,OPEN NOW,,,,,,,
928,Tin Tin Seafood,(626) 288-3988,,6.0,,"['Restaurants', 'Seafood Restaurants', 'Chinese Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.243402,,,,,6.0,,,
929,Bruce_s Restaurant,(562) 868-4660,,16.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Hamburgers & Hot Dogs']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.058944,OPEN NOW,http://www.brucesprimeribandspirits.com,,5.0,16.0,4.0,12.0,
930,Teriyaki Express,(562) 944-3999,1.0,16.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Japanese Restaurants', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.070159,CLOSED NOW,https://www.facebook.com/pages/Teriyaki-Express/115863395109910,Order Online,5.0,16.0,3.0,2.0,
931,Maggie_s Pub,(562) 944-4044,2.0,36.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Pizza', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.081386,OPEN NOW,http://www.maggiespub.com,Order Online,,36.0,3.5,27.0,5.95
932,Bay Poke,(562) 777-7788,1.0,,,"['Restaurants', 'Seafood Restaurants', 'Hawaiian Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.147928,CLOSED NOW,http://baypoke.com,Order Online,,,4.5,4.0,7.72
933,Carol_s Cafe,(562) 801-2010,1.0,14.0,,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.299505,CLOSED NOW,http://www.carolscafe.com,Order Online,5.0,14.0,,,
934,Capitol Foods International,(562) 298-4440,,12.0,,"['Restaurants', 'Japanese Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.168983,CLOSED NOW,http://capitalfoods.us,,,12.0,,,
935,Bar-B-Que Express,(562) 945-7800,,,,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.158395,CLOSED NOW,http://www.bbqexpress.com,,,,,,
936,M Wok Express,(562) 807-0055,1.0,19.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Chinese Restaurants', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.102867,CLOSED NOW,,Order Online,,19.0,,,
937,Circus Sandwich Shop,(562) 949-9485,1.0,29.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Sandwich Shops', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.287248,CLOSED NOW,http://circus-sandwich-shop.edan.io,Order Online,,29.0,,,
938,KPB Asian Bistro,(562) 906-0888,1.0,8.0,,"['Restaurants', 'Asian Restaurants', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.137328,OPEN NOW,https://www.kpbasianbistro.com,Order Online,,8.0,,,
939,Don_s Eatery,(562) 944-3449,1.0,30.0,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'American Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.253720,CLOSED NOW,http://www.donseatery.com,Order Online,,30.0,3.5,2.0,
940,S&P Restaurant & Sports Bar,(562) 777-0201,,6.0,,"['Restaurants', 'American Restaurants', 'Bars']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.179587,OPEN NOW,http://snprestaurantbar.com,,,6.0,2.0,1.0,
941,Bakers Square,(562) 946-2451,,,,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.190359,,,,,,,,
942,Sticky Fingers Smokehouse,(562) 404-0239,,,,"['Restaurants', 'Barbecue Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.211797,,,,,,,,
943,Shogun Teriyaki,(562) 921-8923,,,,"['Restaurants', 'Japanese Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.221922,CLOSED NOW,,,,,,,
944,Salads 2000,(562) 777-1015,1.0,75.0,['Offers outdoor seating'],"['Restaurants', 'Seafood Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.232225,CLOSED NOW,http://www.quiznos.com,Order Online,,75.0,,,
945,Diaz Restaurant,(562) 863-0354,,,,"['Restaurants', 'Family Style Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.242715,,,,,,,,
946,Rubia Restaurant La,(562) 404-2636,1.0,12.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.264643,CLOSED NOW,,Order Online,,12.0,4.0,3.0,
947,Sandwich Box,(562) 921-2939,1.0,15.0,"['Wheelchair accessible', 'Good for groups']","['Restaurants', 'Sandwich Shops', 'Delicatessens']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.310613,CLOSED NOW,http://www.sandwhich.biz,Order Online,1.0,15.0,,,
948,National Menu Cover,(800) 221-9149,,30.0,,['Restaurants'],Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.332728,CLOSED NOW,http://www.menucovers.com,,,30.0,,,
949,Noodle Cafe,(626) 307-8849,1.0,41.0,['Wheelchair accessible'],"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.341560,CLOSED NOW,https://www.facebook.com/pages/Noodle-Cafe/122073484525431,,,41.0,4.5,3.0,7.1
950,The Green Olive,(310) 327-1239,,,,"['Restaurants', 'Chinese Restaurants']",Carson,CA,90747.0,2023-05-16 03:07:11.379160,,,,,,,,
951,Senyang Restaurant,(626) 576-9088,2.0,,['Serves alcohol'],"['Restaurants', 'Family Style Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.352315,,,Order Online,,,,,
952,M F Noodle,(626) 313-0135,,,,"['Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.362582,,,Order Online,,,,,
953,Capital Dim Sum & BBQ,(626) 289-6338,1.0,17.0,,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.374050,OPEN NOW,http://www.capital-seafood.com,,,17.0,4.0,13.0,6.12
954,Noodle Harmony,(626) 656-6562,,,,"['Restaurants', 'Asian Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.383982,OPEN NOW,https://order.online/store/475896?pickup=true&hideModal=true,,,,,,
955,Veracruz Restaurant,(562) 868-9188,,20.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.047491,OPEN NOW,http://veracruzrestaurant.4-food.com,Order Online,5.0,20.0,4.0,30.0,7.54
956,Pescado Mojado,(818) 893-4977,2.0,13.0,"['Wheelchair accessible', 'Serves alcohol']",['Restaurants'],Panorama City,CA,91402.0,2023-05-16 03:07:22.462863,OPEN NOW,,Order Online,1.0,13.0,,,
957,Ahi Poke & Roll,(562) 484-3900,,,,['Restaurants'],Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.344540,,,Order Online,,,,,
958,El Tapatio Tacos Al Carbon,(562) 801-9696,,28.0,,"['Restaurants', 'Mexican Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.356968,OPEN NOW,,,,28.0,,,
959,Cherri_s Donuts,(562) 929-1184,1.0,31.0,,"['Restaurants', 'Donut Shops']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.462573,OPEN 24 Hours,https://www.facebook.com/pages/Cherri's%20Donuts/113923798638065,,,31.0,4.5,4.0,6.31
960,Geezers,(562) 946-3605,2.0,20.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Take Out Restaurants', 'Banquet Halls & Reception Facilities']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.036274,OPEN NOW,http://www.thegeezer.com,,5.0,20.0,4.0,52.0,7.38
961,Cluck & Blaze,(818) 641-5606,1.0,,,"['Restaurants', 'American Restaurants']",Sun Valley,CA,91352.0,2023-05-16 03:06:41.805615,OPEN NOW,https://cluckandblaze.com,,,,,,
962,Tacos El Guero,(310) 405-0923,1.0,,,"['Restaurants', 'Mexican Restaurants']",Hawthorne,CA,90250.0,2023-05-16 03:06:33.197021,OPEN NOW,http://tacoselguero90250.com,Order Online,,,,,
963,Del Mar Mariscos,(818) 983-1120,1.0,,,['Restaurants'],Sun Valley,CA,91352.0,2023-05-16 03:06:42.210142,,,,,,,,
964,Tummy Stuffer,(562) 698-9491,1.0,21.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups']","['Restaurants', 'Delicatessens', 'Take Out Restaurants']",Santa Fe Springs,CA,90670.0,2023-05-16 03:04:48.187853,CLOSED NOW,http://www.tummystuffer.com,Order Online,,21.0,,,
965,Sako_s Sandwich Shop,(562) 693-1138,1.0,13.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Sandwich Shops', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:04:48.198908,CLOSED NOW,,,,13.0,3.0,1.0,6.77
966,Sandwich City & Burgers,(562) 777-7363,,,,['Restaurants'],Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.473348,CLOSED NOW,,Order Online,,,,,
967,Deli Hut,(562) 921-8923,,,['Offers outdoor seating'],"['Restaurants', 'Delicatessens', 'Caterers']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.772508,CLOSED NOW,,,,,,,
968,Manuels Original El Tepeyac,(562) 944-1027,,,,['Restaurants'],Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.484200,,,,,,,,
969,Juanita_s Peruvian Restaurant,(310) 644-4668,,,,"['Restaurants', 'Family Style Restaurants']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.569828,OPEN NOW,,,,,,,
970,Chubby Rice,(424) 456-4341,2.0,,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Caterers']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.458544,CLOSED NOW,https://menupages.com/chubby-rice/12836-inglewood-ave-hawthorne,Order Online,,,4.5,13.0,6.71
971,Moshi,(424) 456-4765,,,,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.469169,,,Order Online,,,,,
972,El Puerto Escondido,(310) 978-9609,2.0,8.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Hamburgers & Hot Dogs']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.536227,OPEN NOW,http://www.elpuertodelivery.com,Order Online,,8.0,,,
973,Golden Phoenix Restaurant,(310) 675-1668,2.0,42.0,['Wheelchair accessible'],"['Restaurants', 'Vietnamese Restaurants', 'Chinese Restaurants']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.553785,OPEN NOW,http://www.goldenphoenixhawthorne.com,Order Online,,42.0,3.0,7.0,
974,Lolitas Cafe,(562) 944-1027,,,,"['Restaurants', 'Coffee Shops']",Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.494961,,,,,,,,
975,Yum-Yum Donuts,(310) 823-0045,1.0,52.0,"['Wheelchair accessible', 'Good for groups']","['Restaurants', 'Donut Shops', 'Bakeries']",Playa Del Rey,CA,90293.0,2023-05-16 03:07:36.669071,OPEN 24 Hours,,Order Online,5.0,52.0,,,7.41
976,China Express,(626) 855-3119,,15.0,,"['Restaurants', 'Chinese Restaurants']",La Puente,CA,91744.0,2023-05-16 03:07:45.797593,,,Order Online,,15.0,,,
977,Thai Lai Restaurant,(310) 973-0819,1.0,24.0,['Wheelchair accessible'],"['Restaurants', 'Family Style Restaurants', 'Asian Restaurants']",Hawthorne,CA,90250.0,2023-05-16 03:06:32.401140,CLOSED NOW,http://www.thai-rama.com,Order Online,1.0,24.0,5.0,3.0,6.45
978,Valentino_s Pizza,(310) 426-9494,1.0,18.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Pizza', 'Caterers']",El Segundo,CA,90245.0,2023-05-16 03:07:36.887677,OPEN NOW,,Order Online,,18.0,4.0,20.0,6.53
979,Da Cajun Seafood Shack,(424) 229-0004,3.0,,,['Restaurants'],Lawndale,CA,90260.0,2023-05-16 03:07:56.724082,CLOSED NOW,,Order Online,,,,,
980,Five Star Pillow Co Inc,(800) 590-8315,,10.0,,['Restaurants'],Santa Fe Springs,CA,90670.0,2023-05-16 03:06:31.505511,CLOSED NOW,http://www.fivestarpillowco.com,,,10.0,,,
